Start Time:  05/05/2022 4:04:55 PM        Time Completed:  05/05/2022 4:43:31 PM    Elapsed Time:  00:38:35
Sample ID:     JH380-Bare_IP_5kG_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Hannah_5kG\Hannah_5kG.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20220505_JH380-Bare_IP_5kG_7p5mm#2.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20220505_JH380-Bare_IP_5kG_7p5mm#2.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Hannah_5kG\Hannah_5kG.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20220505_JH380-Bare_IP_5kG_7p5mm#2.dat

***DATA***

Field(G)	 Moment(emu)	
 5000.03 	-0.00000318043 	
 4600 	 0.0000105615 	
 4200 	 0.0000249359 	
 3799.99 	 0.0000372826 	
 3400 	 0.0000506835 	
 2999.99 	 0.0000633787 	
 2600 	 0.0000780438 	
 2199.99 	 0.000089478 	
 1800 	 0.000103126 	
 1399.99 	 0.000116293 	
 999.988 	 0.000129893 	
 599.985 	 0.000144026 	
 199.988 	 0.000156646 	
 190 	 0.000157184 	
 179.997 	 0.000157642 	
 169.998 	 0.000156417 	
 159.998 	 0.00015805 	
 149.996 	 0.000157333 	
 139.995 	 0.000157663 	
 129.998 	 0.000157931 	
 119.998 	 0.000157265 	
 109.998 	 0.000159347 	
 100.001 	 0.000159151 	
 89.9953 	 0.000158347 	
 79.9999 	 0.000159925 	
 69.9998 	 0.000159258 	
 60.0008 	 0.000159956 	
 49.9981 	 0.000159215 	
 40.0003 	 0.00015998 	
 29.9996 	 0.000160192 	
 19.9975 	 0.00016059 	
 9.99821 	 0.000159886 	
-0.00178349 	 0.000160341 	
-10.0025 	 0.000160305 	
-20.0023 	 0.000160856 	
-30.0018 	 0.000160024 	
-39.9988 	 0.000161241 	
-50 	 0.000162278 	
-59.9995 	 0.000162184 	
-70.0002 	 0.000161482 	
-79.9989 	 0.000162241 	
-90.0003 	 0.000161877 	
-100.001 	 0.000162971 	
-110 	 0.000162791 	
-120.001 	 0.000162533 	
-130.001 	 0.000162582 	
-140.003 	 0.000162987 	
-149.999 	 0.000163747 	
-160.001 	 0.00016344 	
-170.002 	 0.000163748 	
-179.999 	 0.000164964 	
-189.999 	 0.000165299 	
-200.002 	 0.000163758 	
-600.009 	 0.000177407 	
-1000.01 	 0.000190932 	
-1400.01 	 0.000205815 	
-1800.01 	 0.000217804 	
-2200.01 	 0.000231498 	
-2600.02 	 0.000245242 	
-3000.02 	 0.000258701 	
-3400.02 	 0.000274188 	
-3796.02 	 0.000287249 	
-4200.02 	 0.000299162 	
-4600.02 	 0.000312803 	
-5000.02 	 0.000326732 	
-4600 	 0.000311555 	
-4200 	 0.000297629 	
-3799.99 	 0.000285041 	
-3400 	 0.000270998 	
-2999.99 	 0.000257257 	
-2599.99 	 0.000243106 	
-2199.99 	 0.000229895 	
-1799.99 	 0.000216656 	
-1399.99 	 0.000203215 	
-999.984 	 0.000189628 	
-599.988 	 0.000174767 	
-199.99 	 0.0001621 	
-189.997 	 0.000162598 	
-179.998 	 0.000162374 	
-169.998 	 0.000161307 	
-159.997 	 0.00016025 	
-149.999 	 0.000159758 	
-139.998 	 0.00016025 	
-129.997 	 0.000158974 	
-120 	 0.000158675 	
-109.998 	 0.000158503 	
-99.9972 	 0.000159092 	
-89.9988 	 0.000158069 	
-79.9985 	 0.000157949 	
-69.9997 	 0.00015712 	
-59.9958 	 0.000157787 	
-49.9991 	 0.000157029 	
-39.9984 	 0.000156681 	
-29.9982 	 0.000156042 	
-19.9944 	 0.000155329 	
-10.0003 	 0.000154924 	
 0.00142741 	 0.000154559 	
 9.99934 	 0.000153656 	
 19.9991 	 0.000153809 	
 30.0007 	 0.000153984 	
 40.0021 	 0.000152926 	
 49.9991 	 0.000151506 	
 60.0026 	 0.000152389 	
 70.0041 	 0.000152574 	
 80.0002 	 0.000151923 	
 90.0026 	 0.000150688 	
 100.005 	 0.000150357 	
 110.002 	 0.000149767 	
 120.001 	 0.000149682 	
 130.005 	 0.000149154 	
 140.004 	 0.00014923 	
 150.001 	 0.000149079 	
 160.001 	 0.000148209 	
 170.004 	 0.00014791 	
 180.001 	 0.000147747 	
 190.002 	 0.000147026 	
 200 	 0.000146296 	
 600.008 	 0.000133042 	
 1000.01 	 0.000118697 	
 1400.01 	 0.000105728 	
 1800.02 	 0.0000922665 	
 2200.01 	 0.0000787268 	
 2600.01 	 0.0000656006 	
 3000.02 	 0.0000502163 	
 3400.02 	 0.0000369753 	
 3800.01 	 0.0000231355 	
 4200.01 	 0.0000103358 	
 4600.02 	-0.00000253658 	
 5000.02 	-0.0000160745 	

	
	
