Start Time:  05/05/2022 3:25:00 PM        Time Completed:  05/05/2022 4:03:35 PM    Elapsed Time:  00:38:35
Sample ID:     JH380-Bare_IP_5kG_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Hannah_5kG\Hannah_5kG.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20220505_JH380-Bare_IP_5kG_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20220505_JH380-Bare_IP_5kG_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Hannah_5kG\Hannah_5kG.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20220505_JH380-Bare_IP_5kG_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 5000.03 	 0.000035146 	
 4600 	 0.0000470125 	
 4199.99 	 0.0000581658 	
 3800 	 0.0000742157 	
 3399.99 	 0.0000870625 	
 3000 	 0.000100227 	
 2599.99 	 0.000111767 	
 2199.99 	 0.00012581 	
 1799.99 	 0.000138662 	
 1399.99 	 0.000152257 	
 999.991 	 0.000164454 	
 599.985 	 0.000177325 	
 199.99 	 0.000190747 	
 189.997 	 0.00019118 	
 179.994 	 0.000191923 	
 169.998 	 0.000190197 	
 159.998 	 0.000191036 	
 149.998 	 0.000191027 	
 139.996 	 0.000191421 	
 130.001 	 0.000190481 	
 119.999 	 0.000190571 	
 109.999 	 0.000190789 	
 99.9997 	 0.000189975 	
 89.9975 	 0.000191029 	
 79.9969 	 0.000190386 	
 69.9979 	 0.000191132 	
 59.9992 	 0.000190209 	
 49.9996 	 0.000191172 	
 39.9972 	 0.000190661 	
 29.9986 	 0.000190301 	
 19.9983 	 0.000190236 	
 9.99683 	 0.000190188 	
-0.00376802 	 0.000190234 	
-10.0005 	 0.000191143 	
-20.0014 	 0.000190876 	
-30.0007 	 0.000189684 	
-40.0028 	 0.00019109 	
-50.0019 	 0.000189065 	
-60.0014 	 0.00019117 	
-69.9989 	 0.000190285 	
-80 	 0.000190639 	
-90.0001 	 0.000190722 	
-100.001 	 0.000191006 	
-110.001 	 0.000190514 	
-120.002 	 0.000189729 	
-130.002 	 0.000190186 	
-140.003 	 0.000191146 	
-150.001 	 0.000189808 	
-160.001 	 0.000190095 	
-170 	 0.000190276 	
-180 	 0.00019033 	
-190.002 	 0.000191368 	
-200.004 	 0.000190992 	
-600.011 	 0.000204256 	
-1000.02 	 0.000216667 	
-1400.02 	 0.000228969 	
-1800.02 	 0.00024312 	
-2200.02 	 0.000255971 	
-2600.02 	 0.000270405 	
-3000.02 	 0.000284341 	
-3400.02 	 0.000297338 	
-3800.02 	 0.000312265 	
-4200.02 	 0.000325373 	
-4600.01 	 0.000336085 	
-5000.02 	 0.000349807 	
-4600 	 0.000332786 	
-4200 	 0.000320772 	
-3800 	 0.000306876 	
-3400 	 0.000293531 	
-2999.99 	 0.000279903 	
-2599.99 	 0.000265794 	
-2199.99 	 0.000250936 	
-1799.99 	 0.000238079 	
-1399.99 	 0.000224991 	
-999.987 	 0.000210508 	
-599.988 	 0.000196823 	
-199.99 	 0.000184054 	
-189.998 	 0.000182279 	
-179.999 	 0.000182832 	
-169.999 	 0.000182302 	
-159.999 	 0.000180962 	
-149.998 	 0.000180738 	
-140 	 0.000180193 	
-130 	 0.000179803 	
-120 	 0.000179082 	
-109.999 	 0.000178454 	
-99.9995 	 0.000178191 	
-89.9985 	 0.000177429 	
-79.9994 	 0.000175527 	
-70.0012 	 0.000176016 	
-60.0021 	 0.000176195 	
-49.9976 	 0.000174865 	
-40.0003 	 0.000174804 	
-29.9978 	 0.000174448 	
-19.9993 	 0.00017277 	
-10.0004 	 0.000172161 	
-0.00000509975 	 0.000172538 	
 10.0015 	 0.000171435 	
 20.0023 	 0.000171359 	
 29.9997 	 0.000170829 	
 40.0009 	 0.000170614 	
 50 	 0.000169673 	
 60.0034 	 0.000169645 	
 70.003 	 0.000168486 	
 80.0026 	 0.000168221 	
 90.002 	 0.000167707 	
 100 	 0.000167057 	
 110.001 	 0.000166091 	
 120.002 	 0.000165652 	
 130.002 	 0.000164842 	
 140 	 0.00016598 	
 150 	 0.000164968 	
 160 	 0.000163529 	
 170 	 0.000163971 	
 180.001 	 0.000162403 	
 189.999 	 0.000162683 	
 200.003 	 0.000162283 	
 600.008 	 0.000149206 	
 1000.01 	 0.000133493 	
 1400.01 	 0.000120395 	
 1800.02 	 0.000106848 	
 2200.02 	 0.0000942611 	
 2600.02 	 0.0000781701 	
 3000.02 	 0.0000652165 	
 3400.02 	 0.0000513565 	
 3800.01 	 0.0000376437 	
 4200.02 	 0.0000237153 	
 4600.02 	 0.00000997604 	
 5000.02 	-0.00000198469 	

	
	
