Start Time:  10/27/2021 6:07:03 PM        Time Completed:  10/27/2021 6:32:05 PM    Elapsed Time:  00:25:01
Sample ID:     Co2-Anneal00_IP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211027_Co2-Anneal00_IP_500G_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211027_Co2-Anneal00_IP_500G_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211027_Co2-Anneal00_IP_500G_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 500.005 	 0.000245886 	
 483.334 	 0.000248125 	
 466.662 	 0.000246987 	
 449.985 	 0.000246582 	
 433.329 	 0.000247824 	
 416.644 	 0.000248216 	
 400.002 	 0.000248038 	
 383.337 	 0.000248218 	
 366.655 	 0.000251904 	
 349.996 	 0.000247763 	
 333.329 	 0.000248166 	
 316.664 	 0.000249079 	
 300.001 	 0.000248824 	
 283.335 	 0.000250029 	
 266.656 	 0.000249442 	
 249.989 	 0.000249442 	
 233.313 	 0.000251068 	
 216.663 	 0.000249286 	
 199.994 	 0.000248919 	
 183.327 	 0.000250045 	
 166.67 	 0.000250932 	
 150.002 	 0.000249951 	
 133.324 	 0.000249902 	
 116.663 	 0.000250346 	
 99.9915 	 0.000249264 	
 83.3404 	 0.000247968 	
 66.6468 	 0.000247237 	
 49.9938 	 0.000248548 	
 44.1201 	 0.000245806 	
 38.2274 	 0.000245419 	
 32.3451 	 0.000244073 	
 26.454 	 0.000243169 	
 20.5747 	 0.000242568 	
 14.7001 	 0.000238767 	
 8.80906 	 0.000238259 	
 2.93004 	 0.000234881 	
-2.94568 	 0.000225445 	
-8.82552 	 0.000180976 	
-14.7131 	 0.000135977 	
-20.5915 	 0.000133275 	
-26.4668 	 0.000129562 	
-32.3544 	 0.000129778 	
-38.241 	 0.000129744 	
-44.1384 	 0.000128418 	
-50.008 	 0.000127341 	
-66.6729 	 0.000126913 	
-83.3327 	 0.000125957 	
-100.01 	 0.000125509 	
-116.678 	 0.000125421 	
-133.336 	 0.000125076 	
-150.009 	 0.000124438 	
-166.665 	 0.000123364 	
-183.346 	 0.000122862 	
-200.009 	 0.000124812 	
-216.674 	 0.000123352 	
-233.336 	 0.00012279 	
-249.994 	 0.000123528 	
-266.674 	 0.000124488 	
-283.336 	 0.00012525 	
-300.018 	 0.00012418 	
-316.675 	 0.000122316 	
-333.346 	 0.000122924 	
-350.01 	 0.000126506 	
-366.68 	 0.000125333 	
-383.342 	 0.000124597 	
-400.015 	 0.00012513 	
-416.664 	 0.000124661 	
-433.338 	 0.000126511 	
-450.015 	 0.000125656 	
-466.671 	 0.000124137 	
-483.332 	 0.000125128 	
-500.017 	 0.000127282 	
-483.341 	 0.000125111 	
-466.665 	 0.000126077 	
-449.999 	 0.000125872 	
-433.34 	 0.000125432 	
-416.678 	 0.00012628 	
-400.003 	 0.000125096 	
-383.33 	 0.000124227 	
-366.669 	 0.000123652 	
-350.003 	 0.000124639 	
-333.323 	 0.000124119 	
-316.676 	 0.000123826 	
-299.994 	 0.000121402 	
-283.329 	 0.000123306 	
-266.655 	 0.000122698 	
-250.003 	 0.000122299 	
-233.344 	 0.000122586 	
-216.661 	 0.000123511 	
-200.004 	 0.000123612 	
-183.335 	 0.000122734 	
-166.671 	 0.000122727 	
-149.995 	 0.000123928 	
-133.344 	 0.000124308 	
-116.668 	 0.000124577 	
-99.9964 	 0.000122371 	
-83.3302 	 0.000125668 	
-66.6829 	 0.000122822 	
-50.0092 	 0.000126623 	
-44.1261 	 0.000128107 	
-38.2393 	 0.000127541 	
-32.3552 	 0.000126917 	
-26.4703 	 0.000130228 	
-20.5842 	 0.000129792 	
-14.7144 	 0.000130177 	
-8.81927 	 0.000131744 	
-2.95093 	 0.000135065 	
 2.93777 	 0.000136775 	
 8.82452 	 0.000150184 	
 14.7013 	 0.000198656 	
 20.5803 	 0.000235291 	
 26.464 	 0.00023919 	
 32.3416 	 0.000242642 	
 38.2335 	 0.000241347 	
 44.1196 	 0.000243734 	
 49.9993 	 0.000244036 	
 66.6743 	 0.000243996 	
 83.3018 	 0.000246193 	
 99.9919 	 0.000246434 	
 116.657 	 0.000246782 	
 133.324 	 0.00024743 	
 150.004 	 0.000247178 	
 166.657 	 0.000247216 	
 183.329 	 0.000249722 	
 199.998 	 0.000249376 	
 216.659 	 0.000249309 	
 233.328 	 0.000249757 	
 249.999 	 0.000249129 	
 266.662 	 0.000249057 	
 283.334 	 0.000249265 	
 299.999 	 0.000247359 	
 316.658 	 0.000248084 	
 333.338 	 0.000248083 	
 350.001 	 0.000248321 	
 366.67 	 0.00024656 	
 383.34 	 0.000247056 	
 399.998 	 0.000246513 	
 416.662 	 0.000246127 	
 433.325 	 0.000248681 	
 449.995 	 0.000245611 	
 466.643 	 0.000246858 	
 483.323 	 0.000245416 	
 500.007 	 0.000247277 	

	
	
