Start Time:  10/27/2021 4:46:48 PM        Time Completed:  10/27/2021 5:11:49 PM    Elapsed Time:  00:25:00
Sample ID:     Co3-Anneal00_IP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211027_Co3-Anneal00_IP_500G_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211027_Co3-Anneal00_IP_500G_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211027_Co3-Anneal00_IP_500G_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.985 	 0.000318851 	
 483.335 	 0.000320142 	
 466.658 	 0.000318954 	
 449.986 	 0.000319788 	
 433.334 	 0.00031888 	
 416.669 	 0.000320386 	
 399.992 	 0.000320139 	
 383.327 	 0.000318963 	
 366.665 	 0.000321168 	
 349.998 	 0.000319315 	
 333.321 	 0.000321759 	
 316.658 	 0.000322243 	
 300.001 	 0.000322128 	
 283.335 	 0.000322364 	
 266.666 	 0.000322401 	
 249.989 	 0.000322089 	
 233.334 	 0.000319738 	
 216.663 	 0.000321989 	
 199.992 	 0.000321773 	
 183.316 	 0.000320501 	
 166.664 	 0.000320601 	
 149.99 	 0.000321404 	
 133.335 	 0.000322894 	
 116.663 	 0.000320478 	
 99.9754 	 0.000318684 	
 83.3085 	 0.000318946 	
 66.6647 	 0.000319003 	
 50.0037 	 0.000316245 	
 44.1028 	 0.000315657 	
 38.2221 	 0.000315682 	
 32.3298 	 0.000311296 	
 26.4527 	 0.000310774 	
 20.5813 	 0.000308603 	
 14.6856 	 0.000305191 	
 8.82627 	 0.000302694 	
 2.94699 	 0.000295225 	
-2.93567 	 0.000291001 	
-8.82802 	 0.000282089 	
-14.7011 	 0.000266235 	
-20.5942 	 0.00024226 	
-26.4673 	 0.000179053 	
-32.3619 	 0.0000901822 	
-38.2313 	 0.0000705256 	
-44.1234 	 0.0000643143 	
-50.0155 	 0.0000629437 	
-66.6724 	 0.0000585433 	
-83.3461 	 0.0000588576 	
-100.021 	 0.0000571522 	
-116.681 	 0.0000573407 	
-133.345 	 0.0000566193 	
-149.458 	 0.0000554648 	
-166.666 	 0.0000552565 	
-183.339 	 0.0000561056 	
-200.007 	 0.0000544829 	
-216.672 	 0.0000554068 	
-233.347 	 0.0000540854 	
-249.994 	 0.0000558127 	
-266.678 	 0.0000544291 	
-283.341 	 0.0000556098 	
-300.011 	 0.0000562191 	
-316.677 	 0.0000550692 	
-333.339 	 0.0000561887 	
-349.998 	 0.0000546788 	
-366.682 	 0.0000549907 	
-383.332 	 0.0000561516 	
-400.012 	 0.0000541135 	
-416.686 	 0.0000570096 	
-433.34 	 0.0000555062 	
-450.004 	 0.0000566351 	
-466.668 	 0.0000579797 	
-483.341 	 0.0000571184 	
-500.009 	 0.0000581291 	
-483.336 	 0.0000582212 	
-466.669 	 0.0000581733 	
-450.009 	 0.0000561719 	
-433.339 	 0.0000562259 	
-416.658 	 0.0000577575 	
-400.008 	 0.0000563165 	
-383.338 	 0.0000553154 	
-366.658 	 0.0000549718 	
-350 	 0.0000546545 	
-333.344 	 0.0000537195 	
-316.675 	 0.0000547733 	
-300.009 	 0.0000561178 	
-283.33 	 0.000054566 	
-266.669 	 0.0000541914 	
-250.008 	 0.0000541159 	
-233.339 	 0.0000548284 	
-216.669 	 0.0000515287 	
-199.993 	 0.0000529231 	
-183.338 	 0.0000533302 	
-166.669 	 0.0000531408 	
-150.017 	 0.0000524707 	
-133.346 	 0.0000555245 	
-116.674 	 0.0000549313 	
-100.002 	 0.0000545953 	
-83.3297 	 0.0000543731 	
-66.6739 	 0.0000562436 	
-50.0032 	 0.0000580255 	
-44.1281 	 0.0000592006 	
-38.2443 	 0.0000588712 	
-32.3647 	 0.0000603617 	
-26.4646 	 0.0000631361 	
-20.5927 	 0.0000632798 	
-14.7039 	 0.0000649755 	
-8.82227 	 0.0000700557 	
-2.94618 	 0.0000750502 	
 2.93577 	 0.0000789565 	
 8.81704 	 0.0000868591 	
 14.7038 	 0.0000933872 	
 20.5923 	 0.000108626 	
 26.4715 	 0.000136917 	
 32.3632 	 0.00020579 	
 38.2337 	 0.00029047 	
 44.0982 	 0.000306949 	
 50.0008 	 0.000309283 	
 66.6557 	 0.000313055 	
 83.3369 	 0.000314378 	
 100.002 	 0.000315764 	
 116.66 	 0.000316841 	
 133.329 	 0.000316738 	
 149.992 	 0.00031946 	
 166.652 	 0.000319467 	
 183.326 	 0.000318858 	
 199.997 	 0.00032029 	
 216.672 	 0.000319749 	
 233.328 	 0.000319616 	
 250 	 0.000320261 	
 266.653 	 0.000319966 	
 283.34 	 0.000319163 	
 299.994 	 0.000319096 	
 316.67 	 0.000319459 	
 333.342 	 0.000317328 	
 349.988 	 0.00031905 	
 366.681 	 0.000320269 	
 383.321 	 0.000318983 	
 399.993 	 0.000319294 	
 416.668 	 0.00031854 	
 433.338 	 0.000318707 	
 450.002 	 0.000316994 	
 466.667 	 0.000317155 	
 483.332 	 0.000316329 	
 499.994 	 0.000315225 	

	
	
