Start Time:  10/27/2021 2:37:00 PM        Time Completed:  10/27/2021 3:02:01 PM    Elapsed Time:  00:25:01
Sample ID:     Co12-Anneal00_IP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211027_Co12-Anneal00_IP_500G_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211027_Co12-Anneal00_IP_500G_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211027_Co12-Anneal00_IP_500G_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.998 	 0.000893147 	
 483.321 	 0.000893886 	
 466.669 	 0.000894638 	
 449.991 	 0.000895102 	
 433.327 	 0.000894818 	
 416.665 	 0.000894189 	
 399.994 	 0.000895121 	
 383.318 	 0.000896394 	
 366.662 	 0.000895349 	
 349.986 	 0.000896276 	
 333.333 	 0.000894979 	
 316.654 	 0.000894809 	
 299.991 	 0.000895469 	
 283.33 	 0.000895045 	
 266.648 	 0.000896885 	
 249.997 	 0.000896095 	
 233.342 	 0.000897082 	
 216.663 	 0.000894777 	
 200 	 0.000895312 	
 183.332 	 0.000895182 	
 166.656 	 0.000894325 	
 149.993 	 0.000894017 	
 133.333 	 0.000893251 	
 116.655 	 0.000892805 	
 99.9887 	 0.000890708 	
 83.3169 	 0.000888677 	
 66.6621 	 0.000885405 	
 50.542 	 0.000878943 	
 44.1188 	 0.000877322 	
 38.2139 	 0.000872377 	
 32.3708 	 0.000869265 	
 26.4642 	 0.000860408 	
 20.5909 	 0.000854889 	
 14.7058 	 0.00084526 	
 8.8133 	 0.000834734 	
 2.94126 	 0.000823345 	
-2.94317 	 0.000808202 	
-8.82627 	 0.000789904 	
-14.7141 	 0.000764218 	
-20.5895 	-0.000347445 	
-26.4658 	-0.000448432 	
-32.3652 	-0.000475899 	
-38.239 	-0.000486864 	
-44.1286 	-0.00049392 	
-50.0097 	-0.000497223 	
-66.6697 	-0.000506932 	
-83.3419 	-0.000510262 	
-100 	-0.000512783 	
-116.663 	-0.000514894 	
-133.345 	-0.00051733 	
-149.991 	-0.000518248 	
-166.68 	-0.000521434 	
-183.344 	-0.000519893 	
-200.016 	-0.000520722 	
-216.664 	-0.000519512 	
-233.345 	-0.00052165 	
-250.012 	-0.000522048 	
-266.674 	-0.00052314 	
-283.351 	-0.00052322 	
-299.997 	-0.000523074 	
-316.671 	-0.000523362 	
-333.336 	-0.000522683 	
-350.012 	-0.00052341 	
-366.677 	-0.000522923 	
-383.348 	-0.000521783 	
-400.004 	-0.000523294 	
-416.665 	-0.000523957 	
-433.337 	-0.000522996 	
-450.004 	-0.000523402 	
-466.674 	-0.000522536 	
-483.328 	-0.000521025 	
-499.994 	-0.000521019 	
-483.337 	-0.000522367 	
-466.664 	-0.000523066 	
-450.005 	-0.00052321 	
-433.344 	-0.000522729 	
-416.674 	-0.00052305 	
-400 	-0.00052233 	
-383.336 	-0.000524036 	
-366.665 	-0.00052412 	
-350.01 	-0.000522521 	
-333.338 	-0.000523547 	
-316.674 	-0.000523836 	
-299.999 	-0.00052461 	
-283.328 	-0.000524951 	
-266.68 	-0.000523624 	
-249.99 	-0.000522587 	
-233.334 	-0.00052305 	
-216.659 	-0.000524587 	
-200.006 	-0.000523211 	
-183.345 	-0.000521869 	
-166.674 	-0.000522225 	
-150.009 	-0.000522734 	
-133.337 	-0.000521382 	
-116.672 	-0.000519951 	
-100.007 	-0.000520271 	
-83.3347 	-0.000516412 	
-66.6739 	-0.000514604 	
-49.9995 	-0.000510215 	
-44.1206 	-0.000507053 	
-38.2438 	-0.000503488 	
-32.3604 	-0.000501456 	
-26.4728 	-0.000497055 	
-20.5915 	-0.00048983 	
-14.7144 	-0.000481897 	
-8.82727 	-0.000471518 	
-2.94067 	-0.000460966 	
 2.9445 	-0.00044899 	
 8.82677 	-0.000433797 	
 14.6966 	-0.000415652 	
 20.6019 	-0.000386691 	
 26.4737 	 0.00073582 	
 32.3593 	 0.000824744 	
 38.2219 	 0.000848238 	
 44.1106 	 0.000859733 	
 49.9841 	 0.000865887 	
 66.6671 	 0.000874866 	
 83.331 	 0.000877918 	
 100.002 	 0.000884535 	
 116.654 	 0.000887419 	
 133.324 	 0.000889835 	
 150.001 	 0.000890343 	
 166.658 	 0.000890255 	
 183.327 	 0.000892117 	
 200 	 0.000893093 	
 216.654 	 0.000892512 	
 233.328 	 0.000894257 	
 249.998 	 0.000893162 	
 266.662 	 0.000896873 	
 283.339 	 0.000895343 	
 300.011 	 0.000895855 	
 316.666 	 0.000895908 	
 333.341 	 0.00089421 	
 349.998 	 0.0008941 	
 366.658 	 0.000895041 	
 383.335 	 0.000895655 	
 400.004 	 0.000894876 	
 416.664 	 0.000895349 	
 433.324 	 0.000894851 	
 450.006 	 0.00089506 	
 466.675 	 0.000895558 	
 483.33 	 0.00089406 	
 500.002 	 0.00089514 	

	
	
