Start Time:  08/12/2021 1:04:01 PM        Time Completed:  08/12/2021 1:29:05 PM    Elapsed Time:  00:25:03
Sample ID:     JH315_HK003_OOP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210812_JH315_HK003_OOP_500G_7p5mm#3.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210812_JH315_HK003_OOP_500G_7p5mm#3.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210812_JH315_HK003_OOP_500G_7p5mm#3.dat

***DATA***

Field(G)	 Moment(emu)	
 500.001 	 0.000220297 	
 483.32 	 0.000221033 	
 466.661 	 0.000221568 	
 450 	 0.000222029 	
 433.333 	 0.000223332 	
 416.671 	 0.000220338 	
 399.995 	 0.000223329 	
 383.331 	 0.000223758 	
 366.654 	 0.000224397 	
 350 	 0.000225558 	
 333.318 	 0.000225735 	
 316.664 	 0.00022446 	
 299.985 	 0.000226354 	
 283.33 	 0.000227055 	
 266.661 	 0.000227107 	
 249.993 	 0.000227404 	
 233.324 	 0.000227989 	
 216.665 	 0.000227915 	
 199.999 	 0.000229481 	
 183.331 	 0.000229169 	
 166.668 	 0.000230612 	
 150.006 	 0.000230927 	
 133.337 	 0.000229176 	
 116.657 	 0.000231556 	
 99.9881 	 0.000230902 	
 83.3133 	 0.000231704 	
 66.6715 	 0.000232812 	
 49.9892 	 0.000232636 	
 44.1048 	 0.000231618 	
 38.2317 	 0.000232968 	
 32.3391 	 0.000229399 	
 26.4665 	 0.000228808 	
 20.5807 	 0.000227564 	
 14.6963 	 0.000224453 	
 8.81953 	 0.000220444 	
 2.946 	 0.00021494 	
-2.94493 	 0.000208653 	
-8.82602 	 0.000202699 	
-14.7179 	 0.000199981 	
-20.5902 	 0.000198031 	
-26.4811 	 0.000196278 	
-32.3569 	 0.000195099 	
-38.2445 	 0.000193984 	
-44.1279 	 0.000193755 	
-49.9985 	 0.000194639 	
-66.6754 	 0.000194639 	
-83.3357 	 0.000194167 	
-99.9979 	 0.000196443 	
-116.67 	 0.00019624 	
-133.324 	 0.000196334 	
-150.003 	 0.000195501 	
-166.665 	 0.00019851 	
-183.348 	 0.000198693 	
-200.01 	 0.000199131 	
-216.662 	 0.000198802 	
-233.337 	 0.000199811 	
-250.003 	 0.000199691 	
-266.664 	 0.000199497 	
-283.345 	 0.000202172 	
-299.988 	 0.00020126 	
-316.68 	 0.000201761 	
-333.348 	 0.000201892 	
-350.01 	 0.000201848 	
-366.66 	 0.0002015 	
-383.334 	 0.000202612 	
-400.003 	 0.000201885 	
-416.677 	 0.000205587 	
-433.337 	 0.000204055 	
-450.011 	 0.000204266 	
-466.67 	 0.000205198 	
-483.344 	 0.000204827 	
-499.997 	 0.000205645 	
-483.343 	 0.000205425 	
-466.673 	 0.000206921 	
-449.992 	 0.00020516 	
-433.332 	 0.000205161 	
-416.679 	 0.000205512 	
-400.005 	 0.000203163 	
-383.34 	 0.000204161 	
-366.666 	 0.000202413 	
-349.996 	 0.000203673 	
-333.341 	 0.000202462 	
-316.666 	 0.000201445 	
-300.014 	 0.000199446 	
-283.339 	 0.000201907 	
-266.661 	 0.000200512 	
-250.005 	 0.000199685 	
-233.334 	 0.000199179 	
-216.672 	 0.00019911 	
-199.989 	 0.000199442 	
-183.341 	 0.000196823 	
-166.66 	 0.00019657 	
-150.001 	 0.000197074 	
-133.343 	 0.00019685 	
-116.666 	 0.000195897 	
-99.9984 	 0.000197296 	
-83.3329 	 0.000194389 	
-66.6719 	 0.000195933 	
-49.985 	 0.000194584 	
-44.1231 	 0.000194311 	
-38.2405 	 0.000196011 	
-32.3472 	 0.000195088 	
-26.4878 	 0.000194919 	
-20.5945 	 0.000196823 	
-14.6986 	 0.000198338 	
-8.82527 	 0.000202776 	
-2.94267 	 0.00020798 	
 2.95472 	 0.000211931 	
 8.81804 	 0.000220154 	
 14.7016 	 0.00022431 	
 20.5761 	 0.000227674 	
 26.4693 	 0.000230172 	
 32.3462 	 0.000230145 	
 38.2345 	 0.000230942 	
 44.1148 	 0.000233278 	
 50.0105 	 0.000232141 	
 66.6715 	 0.000232487 	
 83.3163 	 0.000233736 	
 100.001 	 0.000232162 	
 116.667 	 0.000232644 	
 133.333 	 0.000230666 	
 149.987 	 0.000230122 	
 166.668 	 0.000230439 	
 183.339 	 0.000229559 	
 200.001 	 0.000229341 	
 216.661 	 0.000227684 	
 233.333 	 0.000230159 	
 249.993 	 0.000227298 	
 266.672 	 0.000227296 	
 283.336 	 0.000227724 	
 300.003 	 0.000227792 	
 316.666 	 0.00022408 	
 333.333 	 0.000224697 	
 349.997 	 0.00022484 	
 366.666 	 0.000224241 	
 383.324 	 0.000223902 	
 399.998 	 0.00022349 	
 416.675 	 0.000224433 	
 433.328 	 0.00022188 	
 450.002 	 0.000221778 	
 466.673 	 0.000223055 	
 483.321 	 0.00022123 	
 499.999 	 0.000223193 	

	
	
