Start Time:  07/14/2021 10:09:46 AM       Time Completed:  07/14/2021 10:30:52 AM   Elapsed Time:  00:21:05
Sample ID:     JH261-Co_IP_500G_5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210714_JH261-Co_IP_500G_5mm#2.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210714_JH261-Co_IP_500G_5mm#2.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210714_JH261-Co_IP_500G_5mm#2.dat

***DATA***

Field(G)	 Moment(emu)	
 500.006 	 0.0000303817 	
 483.329 	 0.0000307516 	
 466.663 	 0.0000327841 	
 450.005 	 0.0000307958 	
 433.326 	 0.0000325556 	
 416.679 	 0.0000333997 	
 399.999 	 0.000033731 	
 383.33 	 0.0000339601 	
 366.663 	 0.0000348905 	
 349.997 	 0.0000347184 	
 333.323 	 0.0000350356 	
 316.655 	 0.0000345592 	
 300.001 	 0.0000350059 	
 283.331 	 0.0000344865 	
 266.666 	 0.0000342996 	
 250.003 	 0.0000337772 	
 233.324 	 0.0000352241 	
 216.647 	 0.0000342014 	
 200.002 	 0.0000346739 	
 183.335 	 0.0000362108 	
 166.667 	 0.0000338824 	
 149.992 	 0.0000353287 	
 133.335 	 0.0000346409 	
 116.662 	 0.0000340869 	
 100.003 	 0.0000340972 	
 83.3283 	 0.0000343237 	
 66.6622 	 0.0000298888 	
 49.9919 	 0.0000296204 	
 33.3348 	 0.0000291204 	
 16.6716 	 0.0000279747 	
 0.00142637 	 0.0000238003 	
-16.6764 	 0.0000189377 	
-33.3386 	 0.0000139968 	
-50.0055 	 0.00000808001 	
-66.6782 	-0.00000157249 	
-83.3414 	-0.0000169543 	
-100.01 	-0.0000413795 	
-116.678 	-0.0000660085 	
-133.348 	-0.0000885711 	
-150.008 	-0.000101128 	
-166.668 	-0.000108337 	
-183.333 	-0.000113906 	
-200.001 	-0.000115918 	
-216.675 	-0.000118331 	
-233.339 	-0.00011846 	
-250.007 	-0.000118477 	
-266.667 	-0.000117881 	
-283.334 	-0.000118175 	
-300.003 	-0.000119604 	
-316.668 	-0.000119171 	
-333.345 	-0.000118508 	
-350.01 	-0.000116306 	
-366.663 	-0.000118249 	
-383.339 	-0.000116727 	
-399.995 	-0.000116736 	
-416.682 	-0.000117294 	
-433.336 	-0.000117542 	
-450 	-0.000117174 	
-466.677 	-0.000115378 	
-483.344 	-0.000116302 	
-499.989 	-0.000114371 	
-483.338 	-0.000114918 	
-466.672 	-0.00011697 	
-449.997 	-0.000115719 	
-433.335 	-0.00011746 	
-416.661 	-0.000116941 	
-400.016 	-0.00011727 	
-383.333 	-0.000118427 	
-366.677 	-0.000118413 	
-350.007 	-0.000119469 	
-333.332 	-0.000117845 	
-316.672 	-0.000118326 	
-299.997 	-0.000118227 	
-283.327 	-0.00011864 	
-266.674 	-0.00011928 	
-250.003 	-0.000119801 	
-233.346 	-0.00011997 	
-216.669 	-0.000118723 	
-200.011 	-0.000119742 	
-183.335 	-0.000121623 	
-166.664 	-0.000120359 	
-150.008 	-0.000120125 	
-133.333 	-0.000118065 	
-116.668 	-0.000119517 	
-99.9979 	-0.000119802 	
-83.3299 	-0.000117586 	
-66.6719 	-0.000117269 	
-50.0047 	-0.000114277 	
-33.3426 	-0.000113778 	
-16.6676 	-0.000111192 	
 0.000925223 	-0.000108315 	
 16.6484 	-0.000105907 	
 33.3258 	-0.000100256 	
 49.9916 	-0.0000930978 	
 66.6712 	-0.00008476 	
 83.3354 	-0.0000742119 	
 100.002 	-0.000052908 	
 116.665 	-0.0000276583 	
 133.336 	-0.00000304433 	
 150.004 	 0.0000167489 	
 166.672 	 0.0000239388 	
 183.322 	 0.0000285106 	
 200.006 	 0.0000318216 	
 216.663 	 0.0000331051 	
 233.329 	 0.000035208 	
 250.002 	 0.0000339915 	
 266.666 	 0.0000345991 	
 283.338 	 0.0000342185 	
 299.991 	 0.0000350304 	
 316.653 	 0.0000346256 	
 333.333 	 0.0000324837 	
 350.005 	 0.0000336038 	
 366.66 	 0.0000339889 	
 383.332 	 0.0000336378 	
 400.009 	 0.0000344343 	
 416.664 	 0.0000331902 	
 433.325 	 0.0000336306 	
 449.993 	 0.0000331909 	
 466.672 	 0.0000323583 	
 483.33 	 0.0000323758 	
 500.002 	 0.0000316898 	

	
	
