Start Time:  07/14/2021 9:40:00 AM        Time Completed:  07/14/2021 10:01:06 AM   Elapsed Time:  00:21:06
Sample ID:     JH261-Co_IP_500G_5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210714_JH261-Co_IP_500G_5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210714_JH261-Co_IP_500G_5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210714_JH261-Co_IP_500G_5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.998 	 0.0000307016 	
 483.33 	 0.0000306986 	
 466.665 	 0.0000306958 	
 449.994 	 0.0000299822 	
 433.33 	 0.0000300135 	
 416.661 	 0.0000318151 	
 399.992 	 0.000030148 	
 383.345 	 0.0000333285 	
 366.672 	 0.0000340382 	
 350 	 0.0000320006 	
 333.327 	 0.0000330184 	
 316.668 	 0.0000343248 	
 299.997 	 0.0000354094 	
 283.325 	 0.0000351822 	
 266.668 	 0.0000346926 	
 249.99 	 0.0000353479 	
 233.326 	 0.0000346528 	
 216.656 	 0.0000362278 	
 199.993 	 0.000035705 	
 183.322 	 0.0000349549 	
 166.664 	 0.0000325209 	
 149.99 	 0.000035606 	
 133.312 	 0.0000342028 	
 116.665 	 0.0000339706 	
 99.993 	 0.000033957 	
 83.3552 	 0.0000325504 	
 66.6571 	 0.0000329114 	
 49.9982 	 0.0000318787 	
 33.3306 	 0.0000302061 	
 16.663 	 0.0000257845 	
 0.00768374 	 0.0000233014 	
-16.6679 	 0.0000180831 	
-33.3363 	 0.0000123254 	
-49.998 	 0.00000663088 	
-66.663 	-0.00000277397 	
-83.3252 	-0.0000175412 	
-99.9991 	-0.0000400668 	
-116.675 	-0.0000660845 	
-133.332 	-0.0000888792 	
-150.01 	-0.000103489 	
-166.675 	-0.000110387 	
-183.341 	-0.000114407 	
-200.014 	-0.000117204 	
-216.663 	-0.000118424 	
-233.347 	-0.000118614 	
-250.002 	-0.000118043 	
-266.661 	-0.00011852 	
-283.331 	-0.000119019 	
-300 	-0.000119271 	
-316.678 	-0.000118526 	
-333.335 	-0.000119089 	
-350.001 	-0.000119012 	
-366.672 	-0.000116066 	
-383.345 	-0.000115593 	
-400.009 	-0.000115876 	
-416.667 	-0.000116923 	
-433.322 	-0.000116511 	
-450.009 	-0.000116084 	
-466.668 	-0.000115584 	
-483.35 	-0.00011516 	
-500.004 	-0.000113626 	
-483.336 	-0.000115162 	
-466.683 	-0.000114765 	
-450 	-0.000115963 	
-433.342 	-0.000115981 	
-416.667 	-0.000116613 	
-400 	-0.000116908 	
-383.348 	-0.000116276 	
-366.676 	-0.000115847 	
-350.002 	-0.000118632 	
-333.338 	-0.000118021 	
-316.682 	-0.000117767 	
-300.008 	-0.000117363 	
-283.337 	-0.000117146 	
-266.654 	-0.000119756 	
-250.007 	-0.000119588 	
-233.337 	-0.000117635 	
-216.676 	-0.00011705 	
-200.008 	-0.000117711 	
-183.344 	-0.000118943 	
-166.669 	-0.000117114 	
-150.008 	-0.000117667 	
-133.351 	-0.000118429 	
-116.67 	-0.000117163 	
-100.011 	-0.00011684 	
-83.3521 	-0.000116538 	
-66.6684 	-0.00011397 	
-50.0027 	-0.00011318 	
-33.335 	-0.000111883 	
-16.6794 	-0.000110603 	
 0.00167899 	-0.000106942 	
 16.6649 	-0.000101129 	
 33.3225 	-0.0000966686 	
 49.983 	-0.000088582 	
 66.6863 	-0.0000830119 	
 83.3248 	-0.0000697082 	
 99.977 	-0.0000497 	
 116.657 	-0.0000247469 	
 133.326 	 0.00000015424 	
 149.996 	 0.0000178278 	
 166.666 	 0.0000289032 	
 183.335 	 0.0000313942 	
 199.996 	 0.0000360112 	
 216.667 	 0.0000354805 	
 233.339 	 0.0000370451 	
 250.002 	 0.0000367753 	
 266.661 	 0.0000372584 	
 283.334 	 0.0000377521 	
 300.002 	 0.0000386044 	
 316.665 	 0.0000380268 	
 333.325 	 0.0000377691 	
 350.009 	 0.0000368285 	
 366.658 	 0.0000370013 	
 383.327 	 0.000037733 	
 399.991 	 0.0000378757 	
 416.661 	 0.000035433 	
 433.326 	 0.0000359486 	
 449.999 	 0.0000364173 	
 466.664 	 0.0000342226 	
 483.334 	 0.0000354862 	
 500.001 	 0.0000352901 	

	
	
