Start Time:  07/14/2021 11:04:00 AM       Time Completed:  07/14/2021 11:25:06 AM   Elapsed Time:  00:21:06
Sample ID:     JH262-Co_IP_500G_5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210714_JH262-Co_IP_500G_5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210714_JH262-Co_IP_500G_5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210714_JH262-Co_IP_500G_5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.997 	 0.0000204634 	
 483.334 	 0.0000206126 	
 466.658 	 0.0000226439 	
 449.99 	 0.0000226604 	
 433.325 	 0.000021911 	
 416.665 	 0.0000245182 	
 400.013 	 0.0000233176 	
 383.336 	 0.0000226901 	
 366.663 	 0.0000220935 	
 350.004 	 0.0000219795 	
 333.329 	 0.0000229882 	
 316.668 	 0.0000267433 	
 299.992 	 0.0000236677 	
 283.325 	 0.0000240552 	
 266.669 	 0.0000248883 	
 250.001 	 0.0000238743 	
 233.335 	 0.0000241221 	
 216.654 	 0.0000260725 	
 199.985 	 0.000023967 	
 183.335 	 0.0000252692 	
 166.66 	 0.0000237027 	
 149.995 	 0.0000255791 	
 133.334 	 0.0000248182 	
 116.658 	 0.0000231621 	
 100.002 	 0.0000238219 	
 83.3013 	 0.0000216044 	
 66.648 	 0.0000213343 	
 49.9863 	 0.000018291 	
 33.3284 	 0.0000160968 	
 16.6719 	 0.0000144322 	
-0.0108111 	 0.00000979685 	
-16.6719 	 0.00000442852 	
-33.3293 	-0.000000823407 	
-49.998 	-0.00000983437 	
-66.6797 	-0.0000192038 	
-83.3384 	-0.0000349198 	
-100.007 	-0.0000579553 	
-116.658 	-0.0000858049 	
-133.335 	-0.000110185 	
-150.019 	-0.000124997 	
-166.674 	-0.000133301 	
-183.335 	-0.000135343 	
-199.997 	-0.000138581 	
-216.672 	-0.000141313 	
-233.347 	-0.000140044 	
-249.996 	-0.000141934 	
-266.667 	-0.000141585 	
-283.334 	-0.000141956 	
-299.998 	-0.000141132 	
-316.674 	-0.000140552 	
-333.325 	-0.000141369 	
-350.017 	-0.000141827 	
-366.677 	-0.000140115 	
-383.336 	-0.000139561 	
-400.008 	-0.000141162 	
-416.682 	-0.000141417 	
-433.341 	-0.00014096 	
-450.007 	-0.00014038 	
-466.664 	-0.000139611 	
-483.337 	-0.000139831 	
-500.015 	-0.000138874 	
-483.348 	-0.000139686 	
-466.663 	-0.000139485 	
-449.995 	-0.000140114 	
-433.341 	-0.00014033 	
-416.685 	-0.000140302 	
-399.998 	-0.000139531 	
-383.336 	-0.000138452 	
-366.67 	-0.000141728 	
-349.995 	-0.000140738 	
-333.329 	-0.000141094 	
-316.672 	-0.00014105 	
-300.007 	-0.000141539 	
-283.331 	-0.000141664 	
-266.673 	-0.00014094 	
-250.009 	-0.000140623 	
-233.337 	-0.000139463 	
-216.675 	-0.00013977 	
-200.006 	-0.000140762 	
-183.344 	-0.000137782 	
-166.656 	-0.000140339 	
-149.991 	-0.000138996 	
-133.336 	-0.000138269 	
-116.656 	-0.000137965 	
-100.001 	-0.000136965 	
-83.3324 	-0.00013672 	
-66.6677 	-0.000136039 	
-50.0047 	-0.00013393 	
-33.3366 	-0.000130455 	
-16.6724 	-0.000129292 	
-0.00306182 	-0.0001248 	
 16.6623 	-0.000121055 	
 33.3237 	-0.00011585 	
 49.9841 	-0.000107558 	
 66.6707 	-0.0000988198 	
 83.3678 	-0.0000861658 	
 99.9982 	-0.0000638296 	
 116.666 	-0.0000353103 	
 133.322 	-0.0000096248 	
 149.988 	 0.00000832566 	
 166.671 	 0.0000201133 	
 183.322 	 0.0000229889 	
 199.994 	 0.0000276959 	
 216.656 	 0.0000295788 	
 233.328 	 0.0000294652 	
 249.999 	 0.0000297501 	
 266.659 	 0.000030127 	
 283.329 	 0.0000306771 	
 300.009 	 0.0000298798 	
 316.668 	 0.0000305951 	
 333.323 	 0.0000324349 	
 349.989 	 0.0000330253 	
 366.658 	 0.0000308154 	
 383.335 	 0.0000312977 	
 399.999 	 0.0000303125 	
 416.66 	 0.0000316959 	
 433.337 	 0.0000307078 	
 450.003 	 0.0000316669 	
 466.658 	 0.0000313878 	
 483.327 	 0.00003061 	
 499.998 	 0.0000286653 	

	
	
