Start Time:  10/14/2021 1:36:00 PM        Time Completed:  10/14/2021 2:01:03 PM    Elapsed Time:  00:25:03
Sample ID:     Co2_OOP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211014_Co2_OOP_500G_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211014_Co2_OOP_500G_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211014_Co2_OOP_500G_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.987 	-0.000171949 	
 483.314 	-0.000171228 	
 466.666 	-0.000170126 	
 449.998 	-0.000169319 	
 433.326 	-0.000168519 	
 416.664 	-0.000165582 	
 400 	-0.000166411 	
 383.338 	-0.00016234 	
 366.665 	-0.000161408 	
 349.994 	-0.000162358 	
 333.336 	-0.000159151 	
 316.66 	-0.000158714 	
 300 	-0.000158822 	
 283.329 	-0.000158245 	
 266.663 	-0.000157106 	
 249.993 	-0.000154899 	
 233.333 	-0.000153266 	
 216.651 	-0.000153082 	
 200.005 	-0.000152996 	
 183.327 	-0.000152657 	
 166.658 	-0.000153354 	
 149.988 	-0.000155621 	
 133.331 	-0.000158962 	
 116.664 	-0.000164985 	
 100.012 	-0.000171335 	
 83.3551 	-0.000174726 	
 66.6601 	-0.000181892 	
 49.9892 	-0.000185827 	
 44.1163 	-0.000188863 	
 38.2198 	-0.000190391 	
 32.356 	-0.000188763 	
 26.4721 	-0.000190741 	
 20.5796 	-0.000190327 	
 14.6991 	-0.000190741 	
 8.82452 	-0.000192002 	
 2.94749 	-0.000193574 	
-2.94568 	-0.000193908 	
-8.83753 	-0.000195316 	
-14.7214 	-0.000193518 	
-20.596 	-0.000197211 	
-26.4756 	-0.000195786 	
-32.3752 	-0.000196939 	
-38.2378 	-0.00019521 	
-44.1329 	-0.000195755 	
-50.0194 	-0.000196703 	
-66.6694 	-0.000198013 	
-83.3444 	-0.000200754 	
-100.007 	-0.000205008 	
-116.682 	-0.000206496 	
-133.343 	-0.000210993 	
-150.01 	-0.000215835 	
-166.679 	-0.000219431 	
-183.346 	-0.000223131 	
-200.012 	-0.00022824 	
-216.668 	-0.000234238 	
-233.35 	-0.000239367 	
-250.011 	-0.000245195 	
-266.674 	-0.000246097 	
-283.336 	-0.000249414 	
-300.014 	-0.000247948 	
-316.671 	-0.000247123 	
-333.348 	-0.000245501 	
-350.015 	-0.00024626 	
-366.676 	-0.000244865 	
-383.329 	-0.000245015 	
-400.011 	-0.000243259 	
-416.654 	-0.000241697 	
-433.349 	-0.000241045 	
-450.012 	-0.000240756 	
-466.666 	-0.000238168 	
-483.341 	-0.000237738 	
-500.006 	-0.000239325 	
-483.329 	-0.000236746 	
-466.674 	-0.000236749 	
-449.997 	-0.000235768 	
-433.327 	-0.000235755 	
-416.671 	-0.00023802 	
-400.005 	-0.000234323 	
-383.338 	-0.000236906 	
-366.683 	-0.00023608 	
-350.001 	-0.000237813 	
-333.344 	-0.000236982 	
-316.674 	-0.0002336 	
-300.001 	-0.000235318 	
-283.338 	-0.000234595 	
-266.675 	-0.000233335 	
-250.007 	-0.000233986 	
-233.342 	-0.000233167 	
-216.671 	-0.000234744 	
-200.003 	-0.000234509 	
-183.324 	-0.000232347 	
-166.673 	-0.000229052 	
-150.012 	-0.000228238 	
-133.339 	-0.00022276 	
-116.67 	-0.000216306 	
-99.9971 	-0.000209464 	
-83.3217 	-0.000202149 	
-66.6874 	-0.000194287 	
-50.0097 	-0.000188376 	
-44.1224 	-0.000183706 	
-38.2295 	-0.000183485 	
-32.3607 	-0.000179544 	
-26.4761 	-0.000180863 	
-20.5992 	-0.000175865 	
-14.7106 	-0.000172682 	
-8.82477 	-0.000171974 	
-2.95443 	-0.000170524 	
 2.93453 	-0.000168424 	
 8.83075 	-0.000166778 	
 14.7068 	-0.000166877 	
 20.5838 	-0.000163252 	
 26.4717 	-0.000163195 	
 32.356 	-0.000161105 	
 38.2254 	-0.000158142 	
 44.1186 	-0.000157689 	
 49.9993 	-0.000154418 	
 66.664 	-0.00015081 	
 83.3245 	-0.000149251 	
 99.991 	-0.000143546 	
 116.662 	-0.000143034 	
 133.334 	-0.000137107 	
 149.989 	-0.000130503 	
 166.658 	-0.000125321 	
 183.331 	-0.000119428 	
 199.992 	-0.000111994 	
 216.667 	-0.000105212 	
 233.318 	-0.0000993467 	
 250.003 	-0.0000921282 	
 266.657 	-0.0000903467 	
 283.34 	-0.0000887619 	
 299.98 	-0.0000874467 	
 316.661 	-0.0000859571 	
 333.33 	-0.0000846983 	
 350.002 	-0.0000827814 	
 366.661 	-0.0000842442 	
 383.33 	-0.0000858469 	
 400.004 	-0.0000833696 	
 416.663 	-0.0000838363 	
 433.327 	-0.0000830827 	
 450.003 	-0.0000833176 	
 466.655 	-0.000083139 	
 483.331 	-0.0000825586 	
 499.993 	-0.0000855645 	

	
	
