Start Time:  10/14/2021 2:13:10 PM        Time Completed:  10/14/2021 2:38:11 PM    Elapsed Time:  00:25:00
Sample ID:     Co2_OOP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211014_Co2_OOP_500G_7p5mm#2.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211014_Co2_OOP_500G_7p5mm#2.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211014_Co2_OOP_500G_7p5mm#2.dat

***DATA***

Field(G)	 Moment(emu)	
 500.011 	-0.0000530512 	
 483.326 	-0.000051489 	
 466.66 	-0.0000499915 	
 449.978 	-0.000049639 	
 433.335 	-0.0000484465 	
 416.651 	-0.0000470744 	
 399.991 	-0.0000489926 	
 383.338 	-0.0000466913 	
 366.649 	-0.0000474728 	
 349.997 	-0.000044419 	
 333.329 	-0.0000442083 	
 316.655 	-0.0000415525 	
 300.004 	-0.0000424539 	
 283.327 	-0.0000426406 	
 266.674 	-0.0000414714 	
 249.995 	-0.000042769 	
 233.323 	-0.0000411883 	
 216.666 	-0.0000406703 	
 200.007 	-0.0000409632 	
 183.317 	-0.0000402841 	
 166.663 	-0.000042253 	
 149.995 	-0.00004561 	
 133.328 	-0.0000473885 	
 116.655 	-0.0000550947 	
 99.983 	-0.000060893 	
 83.348 	-0.0000676034 	
 66.6692 	-0.0000727463 	
 49.9877 	-0.0000767604 	
 44.111 	-0.0000802824 	
 38.2288 	-0.0000812756 	
 32.3663 	-0.0000831594 	
 26.4685 	-0.0000835922 	
 20.5787 	-0.0000840579 	
 14.6996 	-0.0000858017 	
 8.82402 	-0.0000866476 	
 2.93951 	-0.0000849764 	
-2.94868 	-0.0000876264 	
-8.83127 	-0.0000889307 	
-14.7094 	-0.000089182 	
-20.5902 	-0.0000887313 	
-26.4728 	-0.0000901198 	
-32.3609 	-0.0000913412 	
-38.2418 	-0.0000924068 	
-44.1216 	-0.0000920272 	
-50.001 	-0.0000959398 	
-66.6657 	-0.0000959943 	
-83.3459 	-0.0000998318 	
-100.002 	-0.000103673 	
-116.673 	-0.000105944 	
-133.34 	-0.000109714 	
-150.022 	-0.000114648 	
-166.666 	-0.000118063 	
-183.341 	-0.000124748 	
-200.002 	-0.000128529 	
-216.662 	-0.000135792 	
-233.327 	-0.000140761 	
-250.007 	-0.000145229 	
-266.684 	-0.000147963 	
-283.341 	-0.00014991 	
-300.005 	-0.000150885 	
-316.666 	-0.000150791 	
-333.344 	-0.000151226 	
-350.002 	-0.000149676 	
-366.688 	-0.000146945 	
-383.339 	-0.000146798 	
-400.004 	-0.000149966 	
-416.672 	-0.000150405 	
-433.343 	-0.000146709 	
-450.01 	-0.000145138 	
-466.681 	-0.000145281 	
-483.336 	-0.000143608 	
-500.001 	-0.00014209 	
-483.349 	-0.000146424 	
-466.679 	-0.000144042 	
-450.001 	-0.000144427 	
-433.343 	-0.000146398 	
-416.679 	-0.000144184 	
-399.998 	-0.000146382 	
-383.348 	-0.000144539 	
-366.668 	-0.000146317 	
-350 	-0.000146528 	
-333.339 	-0.000145061 	
-316.686 	-0.000146851 	
-300.009 	-0.000145586 	
-283.338 	-0.000144647 	
-266.682 	-0.00014388 	
-250.003 	-0.000146313 	
-233.343 	-0.000146608 	
-216.671 	-0.000146833 	
-200.008 	-0.000145854 	
-183.332 	-0.000143537 	
-166.671 	-0.000144413 	
-149.992 	-0.000141857 	
-133.34 	-0.000135663 	
-116.667 	-0.000130203 	
-100.006 	-0.00012461 	
-83.3364 	-0.000117436 	
-66.6699 	-0.000110905 	
-50.0042 	-0.00010519 	
-44.1261 	-0.00010164 	
-38.2303 	-0.000100897 	
-32.3509 	-0.0000985739 	
-26.4706 	-0.0000955871 	
-20.5877 	-0.000093819 	
-14.7101 	-0.0000940361 	
-8.82402 	-0.0000906109 	
-2.94292 	-0.0000883884 	
 2.93702 	-0.0000874862 	
 8.83823 	-0.0000868536 	
 14.709 	-0.0000849925 	
 20.5839 	-0.0000843666 	
 26.4687 	-0.0000832001 	
 32.3572 	-0.0000804979 	
 38.2284 	-0.0000804548 	
 44.1005 	-0.0000789478 	
 50.0096 	-0.0000748803 	
 66.6474 	-0.0000730009 	
 83.3163 	-0.0000693881 	
 99.9972 	-0.0000651922 	
 116.671 	-0.0000619612 	
 133.321 	-0.0000585097 	
 150.004 	-0.0000534418 	
 166.668 	-0.0000482856 	
 183.327 	-0.0000438704 	
 199.994 	-0.0000356447 	
 216.672 	-0.0000296204 	
 233.335 	-0.0000220802 	
 249.993 	-0.0000174054 	
 266.666 	-0.0000152432 	
 283.336 	-0.000011655 	
 299.986 	-0.0000099581 	
 316.661 	-0.00000992165 	
 333.336 	-0.00000899282 	
 350.005 	-0.00000885809 	
 366.664 	-0.0000105733 	
 383.324 	-0.0000104583 	
 399.996 	-0.00000883798 	
 416.658 	-0.00000897874 	
 433.324 	-0.0000110822 	
 450.006 	-0.0000109158 	
 466.662 	-0.00000985874 	
 483.346 	-0.00000973918 	
 500.001 	-0.0000104208 	

	
	
