Start Time:  10/21/2021 2:35:00 PM        Time Completed:  10/21/2021 3:00:05 PM    Elapsed Time:  00:25:05
Sample ID:     Co1-Anneal00_OOP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211021_Co1-Anneal00_OOP_500G_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211021_Co1-Anneal00_OOP_500G_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211021_Co1-Anneal00_OOP_500G_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.995 	 0.000197008 	
 483.323 	 0.00019783 	
 466.664 	 0.000198644 	
 449.991 	 0.000199059 	
 433.327 	 0.000198691 	
 416.658 	 0.000200814 	
 400.003 	 0.000201644 	
 383.33 	 0.00020235 	
 366.655 	 0.000201747 	
 349.998 	 0.000202854 	
 333.33 	 0.000204572 	
 316.655 	 0.000204168 	
 299.984 	 0.000205598 	
 283.321 	 0.000205829 	
 266.646 	 0.000207903 	
 249.989 	 0.000208236 	
 233.322 	 0.000208637 	
 216.655 	 0.000207712 	
 199.99 	 0.000211635 	
 183.325 	 0.00021073 	
 166.641 	 0.000209874 	
 149.995 	 0.000211737 	
 133.327 	 0.00021278 	
 116.645 	 0.000211567 	
 99.994 	 0.00021224 	
 83.3375 	 0.000211369 	
 66.652 	 0.000213335 	
 49.9868 	 0.000214897 	
 44.1096 	 0.000213511 	
 38.2285 	 0.000213014 	
 32.3436 	 0.000214835 	
 26.454 	 0.000215572 	
 20.5823 	 0.000214566 	
 14.7158 	 0.000216184 	
 8.81006 	 0.000214374 	
 2.92979 	 0.000216753 	
-2.94267 	 0.00021503 	
-8.82627 	 0.00021676 	
-14.7066 	 0.000216353 	
-20.591 	 0.000218216 	
-26.4756 	 0.000218096 	
-32.3719 	 0.000218173 	
-38.2448 	 0.000217898 	
-44.1309 	 0.000215969 	
-50.0055 	 0.000217528 	
-66.6647 	 0.000217743 	
-83.3409 	 0.000218821 	
-100.01 	 0.000219209 	
-116.682 	 0.000219473 	
-133.338 	 0.000220839 	
-150.008 	 0.000220531 	
-166.689 	 0.000221829 	
-183.337 	 0.000221606 	
-200.015 	 0.000222906 	
-216.671 	 0.000221575 	
-233.35 	 0.000223995 	
-250.008 	 0.000224726 	
-266.677 	 0.000228325 	
-283.355 	 0.000226383 	
-300.009 	 0.000227513 	
-316.676 	 0.000227244 	
-333.36 	 0.000226969 	
-350.031 	 0.000228576 	
-366.666 	 0.000228489 	
-383.342 	 0.000231587 	
-400.005 	 0.000230786 	
-416.676 	 0.000229258 	
-433.347 	 0.000230496 	
-450.017 	 0.000232305 	
-466.675 	 0.00023515 	
-483.337 	 0.000234422 	
-500.019 	 0.000233966 	
-483.341 	 0.000232783 	
-466.682 	 0.000234541 	
-450.004 	 0.000232348 	
-433.335 	 0.00023152 	
-416.669 	 0.000232752 	
-400.012 	 0.000229521 	
-383.342 	 0.000228921 	
-366.658 	 0.00023058 	
-350.008 	 0.000228286 	
-333.332 	 0.000229502 	
-316.667 	 0.000227245 	
-299.999 	 0.000228499 	
-283.337 	 0.000226667 	
-266.684 	 0.00022702 	
-249.996 	 0.000224301 	
-233.341 	 0.000223437 	
-216.668 	 0.000223936 	
-199.999 	 0.000223264 	
-183.334 	 0.000222864 	
-166.674 	 0.000222612 	
-150.008 	 0.000223835 	
-133.333 	 0.000222146 	
-116.675 	 0.00022002 	
-100.008 	 0.000218773 	
-83.3394 	 0.000217863 	
-66.6754 	 0.000218785 	
-50.566 	 0.00021761 	
-44.1249 	 0.000218723 	
-38.241 	 0.000217124 	
-32.3597 	 0.00021601 	
-26.4871 	 0.000217087 	
-20.587 	 0.000216167 	
-14.6976 	 0.000216086 	
-8.82002 	 0.000215576 	
-2.94092 	 0.000216252 	
 2.93577 	 0.000215249 	
 8.82078 	 0.000216434 	
 14.7108 	 0.000215695 	
 20.5974 	 0.000214364 	
 26.4652 	 0.000215927 	
 32.3497 	 0.000215414 	
 38.2356 	 0.000212817 	
 44.1161 	 0.000214129 	
 49.9899 	 0.000212894 	
 66.6605 	 0.000214394 	
 83.3144 	 0.000212453 	
 100.007 	 0.00021284 	
 116.658 	 0.000212145 	
 133.34 	 0.000210189 	
 149.989 	 0.000211096 	
 166.66 	 0.000208482 	
 183.33 	 0.000210345 	
 200.006 	 0.000208231 	
 216.665 	 0.000209025 	
 233.337 	 0.000208479 	
 249.994 	 0.000206992 	
 266.662 	 0.000205648 	
 283.327 	 0.000208029 	
 299.999 	 0.000203872 	
 316.666 	 0.000204507 	
 333.334 	 0.000204357 	
 350 	 0.000202735 	
 366.677 	 0.000202878 	
 383.322 	 0.000201235 	
 400.003 	 0.000202529 	
 416.663 	 0.000203476 	
 433.337 	 0.00020061 	
 450.003 	 0.000199911 	
 466.662 	 0.000199392 	
 483.331 	 0.00019791 	
 500.001 	 0.000200443 	

	
	
