Start Time:  09/13/2021 5:10:36 PM        Time Completed:  09/13/2021 5:35:38 PM    Elapsed Time:  00:25:01
Sample ID:     Co3_OOP_500G_1p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210913_Co3_OOP_500G_1p5mm#2.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210913_Co3_OOP_500G_1p5mm#2.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210913_Co3_OOP_500G_1p5mm#2.dat

***DATA***

Field(G)	 Moment(emu)	
 499.999 	 0.000183977 	
 483.32 	 0.000186314 	
 466.658 	 0.000185933 	
 449.997 	 0.000187974 	
 433.331 	 0.000189179 	
 416.665 	 0.000188826 	
 399.984 	 0.000190613 	
 383.322 	 0.000194524 	
 366.649 	 0.000192834 	
 349.997 	 0.000193166 	
 333.325 	 0.000196978 	
 316.665 	 0.000195993 	
 299.999 	 0.000195254 	
 283.331 	 0.000197757 	
 266.657 	 0.000200473 	
 250.003 	 0.000200414 	
 233.333 	 0.000203196 	
 216.655 	 0.000202137 	
 200.001 	 0.000204039 	
 183.326 	 0.000203753 	
 166.662 	 0.000205382 	
 149.99 	 0.000207761 	
 133.333 	 0.000207643 	
 116.656 	 0.000207661 	
 99.9985 	 0.000209464 	
 83.3419 	 0.000210663 	
 66.6628 	 0.000210878 	
 49.9965 	 0.000212658 	
 44.1075 	 0.000210139 	
 38.2486 	 0.000211893 	
 32.3485 	 0.000212566 	
 26.4555 	 0.00020977 	
 20.5766 	 0.000209662 	
 14.71 	 0.000207462 	
 8.82352 	 0.000204582 	
 2.93677 	 0.000200971 	
-2.94468 	 0.00019765 	
-8.82427 	 0.000194168 	
-14.7044 	 0.000192028 	
-20.6035 	 0.000191481 	
-26.4751 	 0.000189009 	
-32.3567 	 0.000188881 	
-38.243 	 0.000191405 	
-44.1261 	 0.000192074 	
-50.0087 	 0.00018962 	
-66.6754 	 0.000190963 	
-83.3342 	 0.00018885 	
-100.02 	 0.000191522 	
-116.682 	 0.000192201 	
-133.323 	 0.000195328 	
-150.004 	 0.000194684 	
-166.68 	 0.000197181 	
-183.354 	 0.000197392 	
-200.006 	 0.000197102 	
-216.676 	 0.000198683 	
-233.334 	 0.000199375 	
-250.017 	 0.00020134 	
-266.666 	 0.000200427 	
-283.34 	 0.000203851 	
-300.009 	 0.000204493 	
-316.667 	 0.000206518 	
-333.344 	 0.000205604 	
-350.009 	 0.000206317 	
-366.672 	 0.000207225 	
-383.34 	 0.000209601 	
-400.017 	 0.000214397 	
-416.67 	 0.000208183 	
-433.345 	 0.000213403 	
-450.008 	 0.000213561 	
-466.674 	 0.000214335 	
-483.338 	 0.00021602 	
-500.015 	 0.000216012 	
-483.334 	 0.000214138 	
-466.666 	 0.000214045 	
-450.004 	 0.000213206 	
-433.355 	 0.000214146 	
-416.673 	 0.000215378 	
-400.011 	 0.000212087 	
-383.325 	 0.000210013 	
-366.678 	 0.00021109 	
-350.011 	 0.000207892 	
-333.333 	 0.000207575 	
-316.673 	 0.000206202 	
-300.005 	 0.000207006 	
-283.33 	 0.000205365 	
-266.666 	 0.000204829 	
-249.999 	 0.000204355 	
-233.34 	 0.000201888 	
-216.663 	 0.000202517 	
-200 	 0.000201228 	
-183.344 	 0.000201814 	
-166.668 	 0.00020237 	
-150.012 	 0.000198947 	
-133.323 	 0.00019759 	
-116.678 	 0.000198066 	
-100.005 	 0.000193074 	
-83.3392 	 0.00019554 	
-66.6829 	 0.000194212 	
-50.001 	 0.000194042 	
-44.1209 	 0.000194189 	
-38.236 	 0.00019333 	
-32.3662 	 0.000192759 	
-26.4696 	 0.000193829 	
-20.5897 	 0.000195591 	
-14.7139 	 0.000197878 	
-8.82552 	 0.000198043 	
-2.93617 	 0.000202498 	
 2.93652 	 0.000205997 	
 8.81629 	 0.000209718 	
 14.7075 	 0.000213549 	
 20.5873 	 0.000216432 	
 26.4596 	 0.000219245 	
 32.3556 	 0.000217266 	
 38.233 	 0.000218828 	
 44.1211 	 0.000218403 	
 49.9909 	 0.000218167 	
 66.6625 	 0.00021686 	
 83.3028 	 0.000216952 	
 99.9937 	 0.00021818 	
 116.662 	 0.000216822 	
 133.317 	 0.000217039 	
 149.995 	 0.000213468 	
 166.649 	 0.000214705 	
 183.334 	 0.000215772 	
 199.998 	 0.000212758 	
 216.665 	 0.000212287 	
 233.342 	 0.000212398 	
 250.001 	 0.000210661 	
 266.661 	 0.000209757 	
 283.323 	 0.000208376 	
 299.997 	 0.000206474 	
 316.661 	 0.000206738 	
 333.332 	 0.000207558 	
 349.991 	 0.000205511 	
 366.67 	 0.000205569 	
 383.323 	 0.000201635 	
 399.999 	 0.000201946 	
 416.667 	 0.000199685 	
 433.328 	 0.000201323 	
 450.004 	 0.000199909 	
 466.665 	 0.000199619 	
 483.325 	 0.000196118 	
 499.991 	 0.000197818 	

	
	
