Start Time:  09/13/2021 1:25:00 PM        Time Completed:  09/13/2021 1:50:03 PM    Elapsed Time:  00:25:03
Sample ID:     Co2_IP_500G_1p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210913_Co2_IP_500G_1p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210913_Co2_IP_500G_1p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210913_Co2_IP_500G_1p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 499.987 	 0.000258704 	
 483.32 	 0.000258351 	
 466.669 	 0.00025648 	
 449.997 	 0.000255285 	
 433.332 	 0.000256813 	
 416.666 	 0.000255587 	
 400.009 	 0.000255415 	
 383.329 	 0.000252346 	
 366.657 	 0.00025272 	
 349.987 	 0.000252256 	
 333.325 	 0.000250375 	
 316.669 	 0.000249475 	
 299.99 	 0.000247151 	
 283.331 	 0.000245188 	
 266.663 	 0.000243288 	
 249.998 	 0.000242088 	
 233.329 	 0.000240924 	
 216.652 	 0.000239867 	
 199.992 	 0.000237824 	
 183.321 	 0.00023562 	
 166.657 	 0.000230683 	
 150 	 0.000229755 	
 133.327 	 0.000226859 	
 116.669 	 0.000225669 	
 100.011 	 0.000221327 	
 83.3159 	 0.000219488 	
 66.6681 	 0.000216118 	
 50.0049 	 0.000211627 	
 44.1 	 0.000211941 	
 38.2325 	 0.000208861 	
 32.3555 	 0.000207317 	
 26.4605 	 0.000206305 	
 20.5714 	 0.000203461 	
 14.6948 	 0.000204312 	
 8.82153 	 0.000202709 	
 2.9258 	 0.00019949 	
-2.95018 	 0.000196533 	
-8.84353 	 0.000194137 	
-14.7096 	 0.000193525 	
-20.5812 	 0.000191451 	
-26.4728 	 0.000190398 	
-32.3504 	 0.000186166 	
-38.2403 	 0.000185326 	
-44.1264 	 0.000181331 	
-50.017 	 0.000181962 	
-66.6744 	 0.000175944 	
-83.3379 	 0.000171915 	
-100.018 	 0.000167096 	
-116.672 	 0.000164401 	
-133.32 	 0.000160273 	
-150.001 	 0.000156569 	
-166.671 	 0.000152317 	
-183.338 	 0.000148914 	
-200.014 	 0.000147473 	
-216.664 	 0.00014425 	
-233.336 	 0.000140101 	
-250.004 	 0.00013763 	
-266.67 	 0.000136721 	
-283.335 	 0.000132647 	
-299.997 	 0.000130187 	
-316.674 	 0.000129637 	
-333.34 	 0.000128174 	
-350 	 0.000124799 	
-366.684 	 0.000125327 	
-383.345 	 0.000124977 	
-399.996 	 0.00012414 	
-416.676 	 0.0001236 	
-433.33 	 0.000122967 	
-450.001 	 0.000122171 	
-466.663 	 0.000120777 	
-483.357 	 0.000119032 	
-500.005 	 0.000119382 	
-483.344 	 0.0001194 	
-466.678 	 0.000120522 	
-450.004 	 0.00012233 	
-433.339 	 0.000123598 	
-416.67 	 0.000122491 	
-400.006 	 0.000123955 	
-383.339 	 0.000124235 	
-366.67 	 0.000123816 	
-349.992 	 0.000125383 	
-333.334 	 0.00012699 	
-316.673 	 0.000127298 	
-299.991 	 0.000129396 	
-283.341 	 0.000131293 	
-266.662 	 0.00013388 	
-250.009 	 0.000132904 	
-233.354 	 0.000134091 	
-216.669 	 0.000137577 	
-200.008 	 0.000139205 	
-183.335 	 0.000140141 	
-166.664 	 0.00014262 	
-149.992 	 0.000146368 	
-133.34 	 0.000149285 	
-116.663 	 0.000149968 	
-100.007 	 0.000152962 	
-83.3267 	 0.000156323 	
-66.654 	 0.00015994 	
-50.0065 	 0.000162192 	
-44.1239 	 0.000162896 	
-38.2325 	 0.000164506 	
-32.3509 	 0.000166944 	
-26.4726 	 0.000168487 	
-20.591 	 0.000168755 	
-14.7156 	 0.000171898 	
-8.82302 	 0.000174161 	
-2.94668 	 0.000173317 	
 2.94749 	 0.000176575 	
 8.81679 	 0.000179002 	
 14.7008 	 0.000179633 	
 20.5752 	 0.000182136 	
 26.4618 	 0.0001831 	
 32.3477 	 0.000186502 	
 38.2366 	 0.000187559 	
 44.1036 	 0.000190666 	
 50.0017 	 0.000191962 	
 66.65 	 0.000197349 	
 83.3121 	 0.000204157 	
 100.011 	 0.000205409 	
 116.675 	 0.000210926 	
 133.331 	 0.000212573 	
 149.996 	 0.000215639 	
 166.67 	 0.000220421 	
 183.323 	 0.000225745 	
 199.986 	 0.000227543 	
 216.657 	 0.000230258 	
 233.334 	 0.000234105 	
 249.997 	 0.000235176 	
 266.669 	 0.000237804 	
 283.326 	 0.000239298 	
 299.991 	 0.00024265 	
 316.669 	 0.000244071 	
 333.337 	 0.000245443 	
 349.993 	 0.000248129 	
 366.663 	 0.000247628 	
 383.334 	 0.000249822 	
 399.992 	 0.000250604 	
 416.66 	 0.000250561 	
 433.327 	 0.000250676 	
 449.993 	 0.000252585 	
 466.668 	 0.000252541 	
 483.33 	 0.000253378 	
 500.006 	 0.000251955 	

	
	
