Start Time:  10/13/2021 5:26:12 PM        Time Completed:  10/13/2021 5:51:16 PM    Elapsed Time:  00:25:03
Sample ID:     Co4_OOP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20211013_Co4_OOP_500G_7p5mm#1.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20211013_Co4_OOP_500G_7p5mm#1.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20211013_Co4_OOP_500G_7p5mm#1.dat

***DATA***

Field(G)	 Moment(emu)	
 500.003 	 0.000227454 	
 483.337 	 0.000229144 	
 466.661 	 0.000228089 	
 449.982 	 0.000229918 	
 433.328 	 0.0002291 	
 416.661 	 0.000229873 	
 399.999 	 0.000231896 	
 383.315 	 0.000231623 	
 366.647 	 0.000230588 	
 349.986 	 0.000230255 	
 333.323 	 0.000230269 	
 316.673 	 0.000230752 	
 299.991 	 0.000230751 	
 283.33 	 0.000229543 	
 266.659 	 0.00023028 	
 249.993 	 0.00022982 	
 233.333 	 0.000231845 	
 216.671 	 0.000230304 	
 199.987 	 0.000231838 	
 183.33 	 0.000230396 	
 166.661 	 0.000231492 	
 150 	 0.00022999 	
 133.325 	 0.000229524 	
 116.659 	 0.000229886 	
 100.004 	 0.000231912 	
 83.3422 	 0.000230005 	
 66.6682 	 0.000230222 	
 49.9989 	 0.000230396 	
 44.1147 	 0.000230991 	
 38.2438 	 0.000228134 	
 32.3442 	 0.000231878 	
 26.469 	 0.000230356 	
 20.5893 	 0.000229415 	
 14.7043 	 0.000230148 	
 8.834 	 0.000229667 	
 2.93378 	 0.000229921 	
-2.94392 	 0.000229192 	
-8.83578 	 0.000229202 	
-14.7069 	 0.000229566 	
-20.5825 	 0.000229104 	
-26.4666 	 0.000229691 	
-32.3574 	 0.000229021 	
-38.239 	 0.000225996 	
-44.1108 	 0.000222942 	
-50.0105 	 0.000217288 	
-66.6822 	 0.0002019 	
-83.3319 	 0.000200208 	
-100.009 	 0.000201568 	
-116.67 	 0.00020238 	
-133.336 	 0.000202996 	
-150.012 	 0.00020045 	
-166.675 	 0.000201401 	
-183.336 	 0.000200269 	
-200.001 	 0.000201225 	
-216.679 	 0.000203251 	
-233.342 	 0.000201049 	
-250.004 	 0.000202461 	
-266.674 	 0.000202856 	
-283.329 	 0.000201694 	
-300.015 	 0.000201428 	
-316.67 	 0.000200041 	
-333.338 	 0.000201529 	
-350 	 0.000203363 	
-366.676 	 0.000201555 	
-383.332 	 0.000203095 	
-400.013 	 0.000203062 	
-416.653 	 0.00020274 	
-433.329 	 0.000201578 	
-450.016 	 0.000203993 	
-466.672 	 0.000201328 	
-483.337 	 0.000202741 	
-500.006 	 0.000202631 	
-483.338 	 0.000202816 	
-466.675 	 0.000202765 	
-449.997 	 0.000199957 	
-433.344 	 0.000203099 	
-416.674 	 0.000202567 	
-400.002 	 0.000202648 	
-383.325 	 0.000203883 	
-366.669 	 0.000201591 	
-349.997 	 0.000202253 	
-333.348 	 0.000202578 	
-316.666 	 0.000204536 	
-299.998 	 0.000204048 	
-283.333 	 0.000201517 	
-266.68 	 0.000202943 	
-250.003 	 0.000203745 	
-233.323 	 0.000200996 	
-216.678 	 0.000203674 	
-200.002 	 0.000201541 	
-183.342 	 0.000203115 	
-166.679 	 0.000202319 	
-150.001 	 0.000202303 	
-133.328 	 0.000201585 	
-116.662 	 0.000204144 	
-100.006 	 0.000203586 	
-83.3451 	 0.000201843 	
-66.6767 	 0.00020302 	
-50.0045 	 0.000203992 	
-44.1191 	 0.000204461 	
-38.2435 	 0.000205521 	
-32.3527 	 0.000203641 	
-26.4693 	 0.000203013 	
-20.5927 	 0.000203945 	
-14.7071 	 0.00020574 	
-8.81902 	 0.000205226 	
-2.94893 	 0.000203897 	
 2.93527 	 0.000203372 	
 8.82302 	 0.00020608 	
 14.7108 	 0.000206541 	
 20.5853 	 0.000205505 	
 26.4592 	 0.000207839 	
 32.3522 	 0.000204318 	
 38.2221 	 0.000206393 	
 44.1078 	 0.000207972 	
 49.999 	 0.000212488 	
 66.6678 	 0.000230289 	
 83.3343 	 0.000231452 	
 99.9866 	 0.000230714 	
 116.66 	 0.000232993 	
 133.324 	 0.000233445 	
 150.002 	 0.000234385 	
 166.668 	 0.000233689 	
 183.346 	 0.000232773 	
 200 	 0.000233954 	
 216.654 	 0.000231007 	
 233.333 	 0.000232633 	
 250.008 	 0.000232911 	
 266.67 	 0.00023521 	
 283.343 	 0.000233434 	
 300.009 	 0.000232804 	
 316.675 	 0.000233464 	
 333.339 	 0.000232944 	
 349.997 	 0.000232439 	
 366.666 	 0.000232188 	
 383.334 	 0.000233445 	
 400.002 	 0.000233179 	
 416.668 	 0.000233676 	
 433.335 	 0.000233557 	
 449.988 	 0.000232987 	
 466.67 	 0.00023401 	
 483.327 	 0.000232698 	
 500 	 0.000231485 	

	
	
