Start Time:  08/11/2021 4:45:00 PM        Time Completed:  08/11/2021 5:10:00 PM    Elapsed Time:  00:25:00
Sample ID:     JH313_HK001_IP_500G_7p5mm

Experiment:    c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.exp
Data File:     C:\Users\VSM\Desktop\VSM Data\20210811_JH313_HK001_IP_500G_7p5mm#2.txt
Plot File:     C:\Users\VSM\Desktop\VSM Data\20210811_JH313_HK001_IP_500G_7p5mm#2.oc2
VSM Exp File:  c:\Ideasvsm\Default UserID\Experiments\Jason_500G\Jason_500G.stp
VSM Data File: C:\Users\VSM\Desktop\VSM Data\20210811_JH313_HK001_IP_500G_7p5mm#2.dat

***DATA***

Field(G)	 Moment(emu)	
 499.989 	 0.000191206 	
 483.33 	 0.00019164 	
 466.66 	 0.000191904 	
 449.993 	 0.000191402 	
 433.33 	 0.000191526 	
 416.651 	 0.000193258 	
 399.984 	 0.000193718 	
 383.328 	 0.000193305 	
 366.666 	 0.000195421 	
 350.002 	 0.000193989 	
 333.329 	 0.00019611 	
 316.661 	 0.000196499 	
 299.994 	 0.000195742 	
 283.323 	 0.000197164 	
 266.66 	 0.000195089 	
 249.992 	 0.000199045 	
 233.327 	 0.000198148 	
 216.671 	 0.000199394 	
 199.987 	 0.000199568 	
 183.334 	 0.000199569 	
 166.664 	 0.000199043 	
 149.992 	 0.000199089 	
 133.328 	 0.000199563 	
 116.666 	 0.000200424 	
 99.9948 	 0.000201288 	
 83.3334 	 0.000200936 	
 66.6567 	 0.000201403 	
 49.9781 	 0.000201693 	
 44.0964 	 0.000201547 	
 38.238 	 0.00020146 	
 32.3535 	 0.000202434 	
 26.4671 	 0.000201771 	
 20.5889 	 0.000201017 	
 14.6986 	 0.00020135 	
 8.80582 	 0.000200215 	
 2.94275 	 0.000195217 	
-2.93817 	 0.000171438 	
-8.82752 	 0.000171023 	
-14.7179 	 0.000171415 	
-20.5807 	 0.000169976 	
-26.4736 	 0.000170609 	
-32.3509 	 0.000170202 	
-38.2478 	 0.000169935 	
-44.1229 	 0.000169919 	
-49.9953 	 0.000167832 	
-66.6747 	 0.000170389 	
-83.3394 	 0.000169427 	
-100.012 	 0.000169392 	
-116.67 	 0.000168688 	
-133.338 	 0.000170839 	
-150.013 	 0.000171994 	
-166.669 	 0.000171793 	
-183.335 	 0.000171535 	
-200.01 	 0.000171178 	
-216.669 	 0.000171858 	
-233.337 	 0.000172359 	
-250.007 	 0.000172197 	
-266.671 	 0.000173711 	
-283.336 	 0.000173737 	
-300.004 	 0.000175348 	
-316.662 	 0.000173992 	
-333.346 	 0.000174773 	
-350.009 	 0.000175924 	
-366.666 	 0.000176774 	
-383.345 	 0.000175382 	
-400.004 	 0.00017895 	
-416.672 	 0.000178828 	
-433.34 	 0.000178244 	
-450.013 	 0.000178672 	
-466.685 	 0.000179387 	
-483.333 	 0.00018096 	
-500.013 	 0.000179339 	
-483.335 	 0.000179446 	
-466.673 	 0.000178617 	
-450.001 	 0.000179116 	
-433.331 	 0.00017774 	
-416.671 	 0.000176103 	
-400 	 0.000177345 	
-383.33 	 0.000177606 	
-366.672 	 0.000176979 	
-350.002 	 0.000175836 	
-333.333 	 0.000175038 	
-316.666 	 0.000174866 	
-300.014 	 0.000175295 	
-283.322 	 0.00017305 	
-266.664 	 0.000174262 	
-250.005 	 0.000173322 	
-233.341 	 0.000173131 	
-216.668 	 0.000171345 	
-199.993 	 0.000171356 	
-183.338 	 0.000170649 	
-166.668 	 0.000172297 	
-149.992 	 0.000170549 	
-133.334 	 0.000169986 	
-116.68 	 0.000170406 	
-100.001 	 0.000168557 	
-83.3299 	 0.000168791 	
-66.6749 	 0.000168451 	
-50.0157 	 0.000169087 	
-44.1163 	 0.000169957 	
-38.2435 	 0.000169032 	
-32.3479 	 0.000168547 	
-26.4728 	 0.000168469 	
-20.5907 	 0.000168784 	
-14.7006 	 0.000169799 	
-8.82202 	 0.000170245 	
-2.94443 	 0.00017118 	
 2.9455 	 0.000175204 	
 8.81953 	 0.000197535 	
 14.7065 	 0.000200736 	
 20.573 	 0.000200419 	
 26.4807 	 0.000199205 	
 32.3551 	 0.00019967 	
 38.2346 	 0.000201085 	
 44.1152 	 0.000201526 	
 49.9882 	 0.000199897 	
 66.6523 	 0.000200824 	
 83.3339 	 0.000201163 	
 100.011 	 0.000200389 	
 116.661 	 0.00020062 	
 133.327 	 0.000199745 	
 150.003 	 0.000199741 	
 166.667 	 0.000200653 	
 183.333 	 0.000198646 	
 199.993 	 0.000199283 	
 216.668 	 0.000199029 	
 233.329 	 0.000198536 	
 249.987 	 0.000197563 	
 266.668 	 0.000196529 	
 283.335 	 0.00019621 	
 299.993 	 0.000197086 	
 316.659 	 0.000195884 	
 333.337 	 0.000195496 	
 349.996 	 0.000194058 	
 366.669 	 0.000194704 	
 383.334 	 0.000193226 	
 400.001 	 0.000191676 	
 416.672 	 0.000192389 	
 433.329 	 0.000193005 	
 450.013 	 0.000192347 	
 466.665 	 0.000191821 	
 483.331 	 0.000190745 	
 500.009 	 0.000190804 	

	
	
